"","stationcode","water_year_type","DS_Tim","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim","DS_Dur_WS","DS_Mag_50","DS_Mag_90","Q99","FA_Dur","FA_Mag","FA_Tim"
"862","SMC06216","Moderate",NA,-1,NA,NA,NA,NA,NA,NA,-5,-1,NA,NA,NA,NA,NA,NA
"863","SMC06216",NA,-0.5,NA,0.89975,NA,NA,NA,-0.07505,-0.04385,NA,NA,-0.0632,-0.08635,-0.0408,0,23.364,-1
"864","SMC06216","Wet",NA,NA,NA,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","SMC06216","Dry",NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","SMC06298","Wet",0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"867","SMC06298",NA,NA,0.5,0.10155,0.00035,-0.5,-0.5,0.11155,0.21165,NA,0,-0.0078,-0.0139,-0.0924,NA,NA,NA
"868","SMC06302",NA,-17.5,-60.5,100.26785,NA,37.5,61.5,-0.2623,-10.78555,-24.5,-7,0.03755,0.04945,123.0032,-11,28.4367,-54
"869","SMC06302","Moderate",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","SMC06356",NA,0.5,NA,105.14125,-0.0378,14,35,-0.2011,-1.27585,-24.5,16,-0.11535,-0.1537,116.36795,NA,NA,NA
"871","SMC06356","Moderate",NA,-158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","SMC06467","Wet",0,0,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"873","SMC06467",NA,NA,NA,0.0289,NA,NA,NA,-2e-04,-2e-04,NA,NA,-0.00035,-0.00055,0.01385,NA,NA,NA
"874","SMC06740",NA,-9,-56,6.4322,NA,62,72,NA,-3.0148,-26,-5,0.001,-4.9086,32.2692,10,-0.8715,-27
"875","SMC06740","Wet",NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","SMC06794",NA,-0.5,-0.5,-0.15865,1e-04,NA,2,-0.84285,-1.04445,-2,-2.5,0.0182,0.00805,-0.01525,NA,NA,NA
"877","SMC06794","Wet",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","SMC06863","Wet",0,0,NA,0,NA,0,NA,NA,0,0,NA,-0.013,NA,0,NA,0
"879","SMC06863",NA,NA,NA,0.0081,NA,NA,NA,0.0041,-0.01445,NA,NA,-0.00525,NA,0.08545,NA,0.64215,NA
"880","SMC06863","Moderate",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","SMC06918",NA,35,NA,45.8826,-0.02795,33.5,55,-0.02585,-0.2203,-23,-85,-0.1037,-0.1685,67.14155,NA,NA,NA
"882","SMC06918","Moderate",NA,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","SMC06926","Wet",0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"884","SMC06926",NA,NA,0.5,4.6773,-5e-05,NA,3,NA,NA,-3,-4,NA,NA,2.34605,NA,NA,NA
"885","SMC06926","Moderate",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA
"886","SMC07126",NA,-38,-30,61.275,-0.211,34,64,-2.0692,-2.8443,-30,-50,0,0.53435,132.4642,NA,NA,NA
"887","SMC08094",NA,26,NA,20.79875,-0.0131,13,37,-0.1057,-0.4096,-18,-39.5,-0.13695,-0.19075,28.4295,NA,NA,NA
"888","SMC08094","Moderate",NA,-163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","SMC08150",NA,-61.5,NA,217.0695,-0.0082,134,21,-0.64445,-2.6818,-21,101.5,-1.0783,-117.74485,307.8542,1,-732.4539,-7
"890","SMC08150","Moderate",NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","SMC08655","Wet",0,NA,NA,0,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,NA,0
"892","SMC08655",NA,NA,NA,-0.04475,NA,NA,NA,NA,-0.0132,NA,NA,-0.0054,-0.0067,0.20705,0.5,0.3055,NA
"893","SMC08655","Moderate",NA,0,NA,NA,0,0,-0.0099,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","SMC08766",NA,NA,NA,493.6107,NA,13.5,53.5,-3.76485,-6.2051,-15,-4,-4.57,-6.4718,1204.16455,NA,NA,NA
"895","SMC08766","Moderate",-190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","SMC08766","Wet",NA,-86,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","SMC08845","Moderate",NA,NA,NA,-0.0807,NA,NA,NA,NA,14,5,NA,0.108,NA,NA,NA,NA
"898","SMC08845","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA
"899","SMC08845","Wet",-5,-20,NA,NA,-1,-20,0.15,0.399,NA,NA,NA,NA,NA,NA,NA,NA
"900","SMC08845",NA,NA,NA,0.0721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","SMC09118",NA,25.5,-4.5,32.61445,-0.0197,30,41.5,-0.1279,-0.4371,-22.5,-44,-0.1826,-0.2078,42.65905,NA,NA,NA
"902","SMC09286",NA,NA,NA,244.5816,-0.0275,76,64,-0.5321,-0.7888,-29.5,-45.5,-1.3544,-1.71015,432.81425,NA,NA,NA
"903","SMC09286","Moderate",-222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","SMC09286","Wet",NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","SMC09325",NA,1,1,2.678,0,73,5,0,0.548,-5,-6,0,0,9.8779,NA,NA,NA
"906","SMC09503","Moderate",NA,0,NA,0,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA
"907","SMC09503",NA,NA,NA,-0.0085,NA,NA,NA,0.00285,0.002,NA,NA,-0.00095,-0.0014,-0.00085,NA,NA,NA
"908","SMC09503","Wet",0,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"909","SMC09534","Dry",-264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","SMC09534",NA,NA,76,596.00825,-0.05565,122.5,67,-0.6546,-2.31405,-26.5,151,0.0928,-2.7168,1735.32845,NA,NA,NA
"911","SMC10685",NA,43,NA,629.86885,-0.173,-17,NA,NA,NA,-31.5,-45,NA,1.1245,508.6346,NA,NA,NA
"912","SMC10685","Dry",NA,-27,NA,NA,NA,-53,-2.788,-3.6468,NA,NA,0,NA,NA,NA,NA,NA
"913","SMC11343","Moderate",-4,-3,NA,-0.0763,0,NA,NA,NA,0,-98,NA,NA,NA,NA,NA,NA
"914","SMC11343",NA,NA,NA,26.1395,NA,NA,NA,0.0661,0.1783,NA,NA,0.4202,0.96505,11.66355,NA,89.2908,NA
"915","SMC11343","Wet",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-5,NA,0
"916","SMC11384","Wet",NA,NA,NA,NA,NA,-6,NA,NA,NA,-75,NA,-0.1749,NA,NA,NA,NA
"917","SMC11384","Dry",-53,-57,NA,NA,-1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"918","SMC11384","Moderate",NA,NA,-1.1226,NA,NA,NA,NA,-0.1105,-14,NA,NA,NA,NA,NA,NA,NA
"919","SMC11384",NA,NA,NA,NA,-0.7424,NA,NA,0.0405,NA,NA,NA,NA,NA,0.2118,NA,NA,NA
"920","SMC11727","Moderate",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"921","SMC11727",NA,NA,NA,0.2032,NA,NA,NA,0.0078,-0.0307,NA,NA,-0.0121,-0.014,-0.0497,0.5,1.4848,NA
"922","SMC11727","Wet",0,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"923","SMC11727","Dry",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","SMC12814","Dry",-53,NA,NA,NA,NA,-36,-2.0567,NA,NA,-13,NA,NA,NA,NA,NA,NA
"925","SMC12814","Wet",NA,NA,NA,NA,0,NA,NA,0.2,-2,NA,0,NA,NA,NA,NA,NA
"926","SMC12814",NA,NA,NA,0.2293,-0.6963,NA,NA,NA,NA,NA,NA,NA,0.3371,0.0458,NA,NA,NA
"927","SMC12814","Moderate",NA,-56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","SMC12862",NA,29.5,NA,339.2599,-0.0207,NA,19,-2.6416,-20.1017,-13,-44,-4.3713,-7.6976,720.6841,NA,NA,NA
"929","SMC12862","Wet",NA,-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","SMC12862","Moderate",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","SMC13062",NA,34,-1,71.8344,-0.0465,47,61,-0.029,-0.6218,-22,-87,-0.1173,-0.1348,71.3533,NA,NA,NA
"932","SMC13214",NA,36.5,36.5,2295.0988,0.05025,-0.5,12.5,0.42755,-88.3715,-13,-77.5,0.4086,252.5664,1941.46145,NA,NA,NA
"933","SMC13599","Wet",0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"934","SMC13599",NA,NA,NA,-0.0081,NA,NA,NA,0.0029,-0.0056,NA,NA,-0.00055,-0.00085,-0.00055,NA,NA,NA
"935","SMC13599","Moderate",NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"936","SMC13630",NA,-155,NA,408.76105,-0.0478,105,70.5,-0.0456,-27.95515,-35,126,0.0843,0.4834,1280.8167,NA,NA,NA
"937","SMC13630","Wet",NA,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","SMC14099",NA,-30,-69,10.475,NA,48,76,NA,-1.4339,-29,-43,0.0061,0.0155,29.5019,NA,NA,NA
"939","SMC14099","Wet",NA,NA,NA,0,NA,NA,-0.397,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","SMC15678",NA,-155,87,502.52545,-0.0605,138.5,79,-0.0667,-0.0258,-9,197.5,0.5048,2.3622,1736.2914,NA,NA,NA
"941","SMC16446","Wet",-10,-10,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","SMC16446",NA,NA,NA,11.4444,NA,NA,NA,-0.0181,-0.0306,-1.5,2,-0.0506,-0.0383,14.788,NA,NA,NA
"943","SMC16832",NA,-4,13.5,928.79295,-0.04155,53.5,64.5,-2.65435,-2.02945,-58,-0.5,-2.33605,-3.4267,1259.70525,NA,NA,NA
"944","SMC16980",NA,-0.5,NA,16.4904,NA,NA,NA,-0.0247,-0.0979,NA,98,0.06295,0.16415,10.2146,NA,NA,NA
"945","SMC16980","Wet",NA,0,NA,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA
"946","SMC18545","Wet",0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"947","SMC18545",NA,NA,NA,0.0213,NA,NA,NA,-0.00185,-0.0217,NA,NA,-0.0029,-0.00405,-0.03235,0,0.0686,0
"948","SMC18545","Moderate",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","SMC19809","Wet",0,0,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"950","SMC19809",NA,NA,NA,-0.0068,NA,NA,NA,0.00285,0.0013,NA,NA,-5e-04,-7e-04,-0.0026,NA,NA,NA
"951","SMC19945","Wet",0,0,NA,0,NA,NA,NA,NA,0,0,-0.014,NA,NA,NA,NA,NA
"952","SMC19945",NA,NA,NA,-0.041,NA,NA,NA,-0.0021,-0.0078,NA,NA,NA,-0.0059,0.19865,0,0.3302,0
"953","SMC19945","Moderate",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","SMC20032",NA,-98,13,839.9279,-0.04445,59,62.5,-1.07665,-26.4729,-30.5,24.5,-1.5085,-1.78625,1408.21015,NA,NA,NA
"955","SMC20994","Dry",NA,-81,NA,NA,NA,NA,NA,-2.4931,NA,-114,NA,NA,NA,NA,NA,NA
"956","SMC20994","Moderate",-58,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"957","SMC20994",NA,NA,NA,1.05895,-0.0286,7.5,30.5,-0.3268,NA,-6,NA,NA,0.43,3.3625,NA,NA,NA
"958","SMC21796",NA,-18,-70,828.9968,NA,44,102.5,NA,-75.04515,-64,-63,0.2773,-0.0347,1068.70875,-15.5,1051.13865,-34
"959","SMC21796","Wet",NA,NA,NA,0,NA,NA,-26.4966,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","SMC21822",NA,71,71,1160.8572,0.0675,0,34,2.1021,-899.4244,-9,-6,0.1553,237.2091,1288.9842,7,1740.9871,-12
"961","SMC24222",NA,44,44,1292.908,0.0522,NA,33,2.1153,-82.0851,-9,-7,0.165,258.3513,1170.5146,NA,NA,NA
"962","SMC24222","Wet",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","SMC29064","Dry",-4,-4,NA,NA,0,NA,0,NA,NA,-1,0,NA,NA,NA,NA,NA
"964","SMC29064","Moderate",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"965","SMC29064","Wet",NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,-0.0089,NA,NA,NA
"966","SMC34888",NA,-2,-1,0.28035,0,-1,-1,-0.0408,-0.00115,-5,-1,0.0348,0.023,-0.1115,NA,NA,NA
"967","SMC35837","Moderate",0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","SMC35837","Wet",NA,0,NA,0,NA,NA,NA,NA,-3,1,NA,NA,NA,NA,NA,NA
"969","SMC35837",NA,NA,NA,2.3273,NA,NA,NA,-0.0357,-0.0368,NA,NA,-0.0295,-0.0257,1.2948,NA,NA,NA
"970","SMC40887","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,-94,NA,NA,NA,NA,NA,NA
"971","SMC40887",NA,-6,-25,188.9927,4e-04,NA,7.5,-4.21375,14.1746,-0.5,NA,-0.0063,0.6163,421.5245,NA,NA,NA
"972","SMC40887","Wet",NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","SMCR8_007","Moderate",NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"974","SMCR8_007",NA,NA,NA,-0.0118,NA,NA,NA,-0.0025,-0.0129,NA,NA,-0.0084,-0.00815,-0.0117,NA,NA,NA
"975","SMCR8_007","Wet",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","SMCR8_007","Dry",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"977","SMCR8_011",NA,36,36,4.3481,-0.0092,NA,22,-0.0269,-0.038,-19,-42,-0.0404,-0.0592,3.2401,0,26.2732,-2
"978","SMCR8_011","Wet",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","SMCR8_012","Moderate",-13,-77,NA,NA,-13,NA,NA,-0.7,-36,-94,0,NA,NA,NA,NA,NA
"980","SMCR8_012",NA,NA,NA,0.4615,-0.5768,NA,24,-2.0328,NA,NA,NA,NA,0.2005,1.8463,NA,NA,NA
"981","SMCR8_019","Wet",NA,NA,NA,-0.3045,NA,NA,NA,NA,NA,-17,NA,NA,NA,NA,NA,NA
"982","SMCR8_019","Moderate",NA,NA,-1.8723,NA,0,NA,NA,0.1,0,NA,0.06,NA,0.1,NA,NA,NA
"983","SMCR8_019",NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0057,NA,-4,0.1693,0
"984","SMCR8_019","Dry",-10,NA,NA,NA,NA,-1,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","SMCR8_020","Wet",NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
"986","SMCR8_020","Dry",NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA
"987","SMCR8_020","Moderate",0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","SMCR8_025","Moderate",NA,-3,NA,NA,0,NA,0,0,0,-1,0,NA,0,NA,NA,NA
"989","SMCR8_025","Wet",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"990","SMCR8_025","Dry",-2,NA,0,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","SMCR8_028","Dry",NA,NA,NA,NA,NA,NA,NA,0,1,1,0.1,NA,NA,NA,NA,NA
"992","SMCR8_028","Wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"993","SMCR8_028","Moderate",12,12,0,-0.02,0,-1,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"994","SMCR8_034","Dry",NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"995","SMCR8_034","Wet",NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA
"996","SMCR8_034","Moderate",0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"997","SMCR8_034",NA,NA,NA,0.2761,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00525,NA,NA,NA
"998","SMCR8_035","Dry",NA,NA,0,0,NA,NA,0,0,0,-1,NA,NA,0,NA,NA,NA
"999","SMCR8_035","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"1000","SMCR8_035","Wet",-12,-12,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","SMCR8_042",NA,-96.5,-120,85.1474,-1e-04,116,-5.5,-1.19515,-1.27305,27,160,-0.745,-0.5223,175.4,NA,NA,NA
"1002","SMCR8_046","Wet",0,0,NA,0,0,-1,NA,NA,-1,0,NA,NA,NA,NA,NA,NA
"1003","SMCR8_046",NA,NA,NA,0.028,NA,NA,NA,-0.00025,-7e-04,NA,NA,-4e-04,-0.00055,0.01195,NA,NA,NA
"1004","SMCR8_048",NA,-104,-109,15.31825,-5e-04,103,148,-0.1841,-2.4263,11,132,-0.187,-0.173,48.56445,NA,NA,NA
"1005","SMCR8_057","Wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"1006","SMCR8_057","Dry",NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,0,NA,NA,NA
"1007","SMCR8_057","Moderate",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1008","SMCR8_057",NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1009","SMCR8_062","Dry",NA,NA,NA,-0.02,0,-1,NA,NA,1,1,NA,NA,0,NA,NA,NA
"1010","SMCR8_062","Wet",NA,12,NA,NA,NA,NA,NA,0,NA,NA,0.1,0.1,NA,NA,NA,NA
"1011","SMCR8_062","Moderate",12,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012","SMCR8_069","Dry",NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"1013","SMCR8_069","Wet",0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1014","SMCR8_069","Moderate",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"1015","SMCR8_070","Moderate",NA,-1,NA,NA,0,NA,NA,NA,NA,0,-0.0038,NA,NA,NA,NA,0
"1016","SMCR8_070",NA,NA,NA,-0.0028,NA,NA,NA,-0.00235,-0.00305,NA,NA,NA,-0.0011,-0.00325,0.5,0.0913,NA
"1017","SMCR8_070","Dry",-1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018","SMCR8_070","Wet",NA,NA,NA,NA,NA,-1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1019","SMCR8_074","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,0,0,NA,NA,NA,NA
"1020","SMCR8_074","Dry",-41,-46,0,0,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA
"1021","SMCR8_074","Wet",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022","SMCR8_080","Moderate",NA,NA,NA,0,NA,NA,NA,NA,NA,-15,NA,NA,NA,NA,NA,NA
"1023","SMCR8_080","Dry",-7,NA,0,NA,1,NA,0,0,0,NA,0,NA,0,NA,NA,NA
"1024","SMCR8_080","Wet",NA,-8,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1025","SMCR8_105","Wet",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","SMCR8_105",NA,NA,0.5,4.5206,1e-04,-0.5,0.5,4.1214,-2.2372,-1,-2,0,0.0468,-0.24355,NA,NA,NA
"1027","SMCR8_106","Dry",NA,NA,0,NA,NA,NA,0,0,0,-6,NA,0,0,NA,NA,NA
"1028","SMCR8_106","Moderate",NA,NA,NA,0,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1029","SMCR8_106","Wet",-7,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","SMCR8_147","Moderate",NA,NA,NA,NA,NA,0,NA,NA,0,-5,NA,NA,0,NA,NA,NA
"1031","SMCR8_147","Dry",NA,-5,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1032","SMCR8_147","Wet",-1,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
"1033","SMCR8_147",NA,NA,NA,NA,-5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","SMCR8_151","Wet",-69,NA,NA,NA,NA,NA,NA,NA,NA,-162,NA,NA,NA,NA,NA,NA
"1035","SMCR8_151","Dry",NA,NA,NA,NA,NA,-53,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1036","SMCR8_151",NA,NA,37,759.7984,-0.1457,-16,NA,-0.7,1.9309,-32.5,NA,NA,1.3857,648.6208,NA,NA,NA
"1037","SMCR8_155","Dry",-6,-7,0,NA,NA,-1,0,0,NA,-1,0,NA,0,NA,NA,NA
"1038","SMCR8_155","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1039","SMCR8_155",NA,NA,NA,NA,-0.0024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","SMCR8_155","Wet",NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1041","SMCR8_160","Moderate",0,NA,NA,0,0,0,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA
"1042","SMCR8_160",NA,NA,NA,-0.0523,NA,NA,NA,-0.0565,-0.1497,NA,NA,-0.0304,0.0307,-0.073,15,14.7973,-1
"1043","SMCR8_160","Wet",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","SMCR8_160","Dry",NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA
"1045","SMCR8_163","Moderate",NA,NA,NA,0,0,0,NA,NA,0,-4,NA,NA,0,NA,NA,NA
"1046","SMCR8_163","Dry",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1047","SMCR8_163","Wet",0,-2,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
"1048","SMCR8_172","Dry",NA,NA,NA,0,0,NA,0,0,NA,-1,NA,0,0,NA,NA,NA
"1049","SMCR8_172","Moderate",NA,-8,NA,NA,NA,NA,NA,NA,-1,NA,0,NA,NA,NA,NA,NA
"1050","SMCR8_172","Wet",-4,NA,0,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","SMCR8_203","Dry",-2,-3,0,NA,NA,NA,NA,NA,NA,-3,NA,0,NA,NA,NA,NA
"1052","SMCR8_203","Wet",NA,NA,NA,-0.0856,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA
"1053","SMCR8_203","Moderate",NA,NA,NA,NA,NA,-6,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"1054","SMCR8_218","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,-1,-2,NA,NA,NA,NA,NA,0
"1055","SMCR8_218",NA,NA,NA,-0.00425,NA,NA,NA,-0.0015,-0.00215,NA,NA,-2e-04,-3e-04,NA,-3.5,0.19095,NA
"1056","SMCR8_218","Wet",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.0153,NA,NA,NA
"1057","SMCR8_218","Dry",NA,NA,NA,0,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","SMCR8_219","Moderate",0,-1,NA,NA,NA,0,NA,NA,NA,-9,NA,NA,NA,NA,NA,NA
"1059","SMCR8_219","Wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"1060","SMCR8_219","Dry",NA,NA,0,NA,0,NA,0,0,-1,NA,NA,NA,0,NA,NA,NA
"1061","SMCR8_219",NA,NA,NA,NA,-5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","SMCR8_267",NA,NA,NA,NA,NA,NA,NA,0.001,-0.0081,NA,-0.5,-5e-05,0.00025,-0.0056,NA,NA,NA
"1063","SMCR8_267","Wet",0,0,-0.0288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","SMCR8_267","Moderate",NA,NA,NA,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA
"1065","SMCR8_270","Dry",NA,NA,NA,NA,0,-1,0,NA,1,1,0.1,0.1,0,NA,NA,NA
"1066","SMCR8_270","Moderate",11,NA,0,-0.02,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"1067","SMCR8_270",NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068","SMCR8_272","Moderate",NA,NA,NA,NA,0,NA,NA,NA,-1,-6,NA,NA,NA,NA,NA,NA
"1069","SMCR8_272","Dry",NA,-1,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA
"1070","SMCR8_272","Wet",0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071","SMCR8_346","Wet",0,NA,NA,0,NA,NA,NA,NA,-4,0,-0.0123,NA,NA,NA,NA,NA
"1072","SMCR8_346","Moderate",NA,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
