"","stationcode","sampleid","sampledate","oovere","mmi","csci","latitude","longitude","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Q99","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"169","SGUR010","SGUR010_06272011_BMI_RWB_1","6/27/11",1.12038116,0.8412268,0.98080398,34.19498,-117.86114,0,-0.0052,-0.0507,0,0,6.7518,0,0.5235,0,2.5798,0,0,0,0.1473,0.2488,0
"170","SGUR103","SGUR103_05152014_BMI_RWB_1","5/15/14",1.34085153,0.83116748,1.0860095,34.23218,-118.05822,-9,0.0022,-7e-04,0,1,-0.1323,0,-0.0149,0,-0.0294,0,0,-1,0,-0.0299,-2
"171","SGUT501","SGUT501_07052016_BMI_RWB_1","7/5/16",1.30974948,1.06056457,1.18515703,34.2408,-117.8833,-2,0,0,0,NA,NA,NA,-1e-04,-3,0,0,0,-1,0,-1e-04,0
"172","SGUT502","SGUT502_06092016_BMI_RWB_1","6/9/16",0.40431592,0.61935232,0.51183412,34.2283,-117.76593,0,-0.0066,-0.0076,0,NA,NA,NA,-0.0049,0,-7e-04,0,0,0,-5e-04,-0.0092,0
"173","SGUT503","SGUT503_07112016_BMI_RWB_1","7/11/16",1.11199092,0.99119782,1.05159437,34.29216,-117.83856,-0.5,-0.00275,-0.004,0,NA,NA,NA,0.3052,0,-0.0251,0,0,0,-0.0059,0.1596,-1
"174","SGUT504","SGUT504_07072016_BMI_RWB_1","7/7/16",1.0567298,0.70185628,0.87929304,34.2377,-117.8203,-15,0.0965,-0.702,1,2.5,0.29855,-2.5,0.2798,-12,0.2514,0,-2,-3,-0.0064,-0.101,-3
"175","SGUT505","SGUT505_06262014_BMI_RWB_1","6/26/14",0.91445196,0.63870126,0.77657661,34.16939,-117.88932,0,-0.05875,-0.3319,0,NA,NA,NA,1.7915,0,-0.4529,0,0,0,4e-04,-0.3186,0
"176","SMC00080","SMC00080_06062012_BMI_RWB_MCM_1","6/6/12",0.85453806,0.75984062,0.80718934,34.32909,-118.08188,-2,0,0,-3,NA,NA,NA,0,-13,0,0,0,0,0,0,0
"177","SMC00105","SMC00105_04122017_BMI_RWB_1","4/12/17",0.93219507,0.66263644,0.79741575,33.74651,-117.58423,0,-1e-04,-9e-04,-1,NA,NA,NA,0.1172,-1,0.0369,0,0,-11,0,0.0316,0
"178","SMC00198","SMC00198_07092014_BMI_RWB_1","7/9/14",0.97324705,0.65625936,0.81475321,32.93709,-117.13851,-10,-0.863,-1.2666,-15,1,21.7957,-9,35.0796,0.5,77.2694,-2e-04,47,48.5,-0.48885,-0.7612,-27
"179","SMC00271","SMC00271_06252018_BMI_RWB_1","6/25/18",1.06833621,0.88872797,0.97853209,34.5485,-119.16547,0,-3e-04,-4e-04,0,1,-0.0016,0,3e-04,0,0.00795,0,0,0,5e-05,-0.0016,0
"180","SMC00282","SMC00282_06092009_BMI_RWB_1","6/9/09",1.15106251,0.81032509,0.9806938,32.8718,-116.61357,0,-0.0039,-0.00675,0.5,NA,NA,NA,0.1768,0.5,-0.0743,-1e-04,0,1,4e-04,-0.3456,-1
"181","SMC00288","SMC00288_06042014_BMI_RWB_1","6/4/14",0.68350335,0.52783324,0.6056683,34.13118,-117.76,-29,0.002,-0.0215,1.5,NA,NA,NA,1.7457,-37,0.13775,0,38,47.5,0,0.0282,-4.5
"182","SMC00318","SMC00318_06152010_BMI_RWB_1","6/15/10",0.50659424,0.25220035,0.3793973,33.81287,-118.20558,-16.5,-13.0032,-19.26025,-247,NA,NA,NA,2112.0054,-12,2119.5506,-0.0287,33,41,-8.2832,-11.4458,-16
"183","SMC00382","SMC00382_06212018_BMI_RWB_1","6/21/18",0.39645478,0.30883195,0.35264336,34.04437,-117.99413,8,0,0.0041,-33,NA,NA,NA,4.7299,-60,2.9097,0,36,52,0,0.0301,-7
"184","SMC00428","SMC00428_06012016_BMI_RWB_1","6/1/16",1.03589939,0.80367303,0.91978621,34.2481,-118.04976,-7,0,0.01,1,-4,-0.9665,-44,0.1973,-4,0.5458,-0.3849,-13,-14,0,0.2,-4
"185","SMC00436","SMC00436_05312017_BMI_RWB_1","5/31/17",0.72958736,0.49112596,0.61035666,34.149,-118.27863,-19.5,-6.67885,-3.94765,-251,0,-13.5149,-26,1232.1616,15,1074.5267,-0.0362,11,18,-4.7722,-15.9692,-9
"186","SMC00464","SMC00464_06042014_BMI_RWB_1","6/4/14",1.11154985,0.76085623,0.93620304,34.24152,-117.86683,-1,0,0,-2,NA,NA,NA,-5e-05,-22,-1.1,0,0,0,0,0,0
"187","SMC00476","SMC00476_06082009_BMI_RWB_1","6/8/09",1.26937981,1.01520689,1.14229335,34.24209,-118.13381,-1,-2e-04,0.8743,0,NA,NA,NA,0,-11,0,0,0,-27,0.8765,0.001,0
"188","SMC00479","SMC00479_07132011_BMI_RWB_1","7/13/11",0.60644694,0.39761767,0.50203231,34.2634,-119.24095,29,0.0022,0.0349,-32.5,-4,14.2539,-6,5.60745,-34.5,9.13345,0,-10,15,0,-0.08095,-6.5
"189","SMC00480","SMC00480_07022018_BMI_RWB_1","7/2/18",1.06256675,0.88517182,0.97386928,34.23434,-117.73155,0,-0.001,-5e-04,0,NA,NA,NA,-5e-05,0,0,0,0,0,0,0.0206,0
"190","SMC00520","SMC00520_06142017_BMI_RWB_1","6/14/17",0.8845536,0.67421387,0.77938373,34.29626,-118.28252,-5,-0.0301,-0.00145,-1,0,4.9767,-1,0.0059,-1,-0.17985,0,0,0,-0.0054,-0.1385,-1
"191","SMC00544","SMC00544_06222011_BMI_RWB_1","6/22/11",1.18438084,0.98677618,1.08557851,34.14677,-117.74153,-3,7e-04,-1.476,0,-9,-0.0676,0,-0.0013,0,0.0017,0,0,-1,0,0,-2
"192","SMC00608","SMC00608_06272018_BMI_RWB_1","6/27/18",0.50749558,0.39259579,0.45004569,34.12344,-117.90223,5,0.10235,0.6031,-52,0,74.4403,-1,50.19665,-20,20.8253,0,0,10.5,0.0135,-0.63955,-2.5
"193","SMC00632","SMC00632_06132011_BMI_RWB_1","6/13/11",0.56409891,0.41666899,0.49038395,34.14874,-118.55604,-33,-0.001,0.0248,-9.5,7.5,0.13555,-20.5,2.8586,-28,1.6927,0,14.5,20.5,0,-0.0106,-17
"194","SMC00684","SMC00684_06272011_BMI_RWB_1","6/27/11",0.44435759,0.42906154,0.43670957,34.09698,-118.02373,-20,-0.00045,-0.06845,-18.5,-5,35.622,-29,55.30645,-63,10.75105,0,43,63.5,-0.04405,-0.83675,-13.5
"195","SMC00710","SMC00710_05192009_BMI_RWB_1","5/19/09",0.78953594,0.5304247,0.65998032,32.88934,-117.20028,-41,0,-0.0094,9.5,1,104.6886,-7,110.8054,-38.5,139.70545,1e-04,69.5,114,0,-0.0335,-33
"196","SMC00748","SMC00748_06212011_BMI_RWB_1","6/21/11",0.23429339,0.31867358,0.27648349,34.07548,-118.0788,-60,0.0542,-0.583,-15.5,-8,81.2225,-26,118.7671,-39.5,22.24565,0,29,-5,-0.0023,0.4474,-11
"197","SMC00827","SMC00827_06152009_BMI_RWB_1","6/15/09",1.24870745,0.78695006,1.01782875,34.55734,-119.18833,0,-0.0122,-0.0594,0,0,4.9234,0,0.9964,0,0.9256,0,0,0,-0.0048,-0.0101,0
"198","SMC00873","SMC00873_04122017_BMI_RWB_1","4/12/17",0.73483131,0.38448802,0.55965967,33.59849,-117.62668,-16,-0.003,0.0859,-6,2,8.2445,-47,24.8173,-37,11.6772,0,35,70,0,-0.9326,-92
"199","SMC00899","SMC00899_07122011_BMI_RWB_1","7/12/11",0.3389655,0.29779591,0.3183807,33.71747,-117.7888,120.5,-0.22805,-0.21285,-96,NA,NA,NA,50.2443,-75,21.36375,2e-04,103,92,-0.1981,-0.2637,15
"200","SMC00911","SMC00911_06042009_BMI_RWB_1","6/4/09",1.2731145,0.72741732,1.00026591,34.50797,-119.29854,0,-0.002,-0.00445,0,0,0.5081,0,0.0474,0,-0.0025,0,0,0,0.0032,-0.0073,0
"201","SMC00924","SMC00924_05242017_BMI_RWB_1","5/24/17",0.90842002,0.9201868,0.91430341,34.22394,-118.18053,-8,0,0.01,-2,-3.5,0.30165,0,0,-17,0.3583,-0.0433,17,17,0.115,0.2,-4
"202","SMC00957","SMC00957_06212010_BMI_RWB_1","6/21/10",0.94796634,0.61961235,0.78378935,33.96195,-117.37075,54.5,-0.0679,-0.0085,27,-5,317.694,0,42.0008,0,68.8872,-0.0676,0,11,-0.0957,-0.1123,-11
"203","SMC00958","SMC00958_07192011_BMI_RWB_1","7/19/11",0.20542871,0.28885329,0.247141,33.82532,-117.99894,-31,0,0.0663,-24,NA,NA,NA,41.0196,-51.5,29.3392,0,38,60,0,-0.98655,-31.5
"204","SMC01040","SMC01040_06092009_BMI_RWB_1","6/9/09",1.30834475,1.07874941,1.19354708,34.30553,-118.15792,-1,-0.01195,-0.02505,0,-0.5,-0.21125,-1,-0.00745,-1,-0.1781,0,0,0,-0.0196,-0.0418,0
"205","SMC01046","SMC01046_05212009_BMI_RWB_1","5/21/09",0.78454047,0.50950066,0.64702057,32.79509,-117.18494,-33,-0.0621,0.4176,-5,-1,0.5915,-34,31.3286,-8.5,14.0147,0,8.5,18.5,2.3246,0.7845,-20
"206","SMC01096","SMC01096_06142016_BMI_RWB_1","6/14/16",0.84594559,0.67925694,0.76260127,34.28465,-118.29343,0,-0.0196,-0.01565,-1,0,5.7549,-1,0.0089,-1,-0.1818,0,0,0,-0.041,-0.0511,-1
"207","SMC01155","SMC01155_05122009_BMI_RWB_1","5/12/09",1.22660656,0.76985381,0.99823018,33.7606,-117.67949,-1,0.023,0.02245,-1,0,0.0094,-1,-0.09,-1,-0.07325,0,0,0,5e-05,-0.10295,-1
"208","SMC01161","SMC01161_05272010_BMI_RWB_1","5/27/10",1.27034609,0.71096849,0.99065729,33.44661,-117.25532,-1,-0.00445,-0.00585,-22,NA,NA,NA,5.4893,-13,4.7265,0,0,-1,-0.0048,-0.0076,-15
"209","SMC01172","SMC01172_06242009_BMI_RWB_1","6/24/09",0.86392761,0.7613027,0.81261515,34.0816,-118.85826,-26,0,0.02,-2,NA,NA,NA,0.0014,-62,0.2,-0.2874,0,-29,0.0949,0.2316,-2
"210","SMC01196","SMC01196_07142010_BMI_RWB_1","7/14/10",0.84910302,0.69643069,0.77276685,34.27835,-118.02952,-1,0,-0.053,0,NA,NA,NA,0.1952,0,-0.00895,0,0,-3,0,0.04775,3
"211","SMC01215","SMC01215_07132011_BMI_RWB_1","7/13/11",1.07981054,0.65482538,0.86731796,34.33968,-119.06784,-89,4.7486,7.7739,-4,1,622.1553,0,242.183,-4,252.8175,-0.0539,0,0,0.1774,-9.905,-1
"212","SMC01248","SMC01248_07262011_BMI_RWB_1","7/26/11",1.20295675,0.9416474,1.07230208,34.25895,-117.74499,0,-1e-04,-1e-04,0,NA,NA,NA,-0.00045,0,-9e-04,1e-04,0,0,-4e-04,0.2392,0
"213","SMC01257","SMC01257_06162011_BMI_RWB_1","6/16/11",0.8785796,0.48710971,0.68284466,33.60842,-117.61859,2,0.01075,0.09565,-19,-5,8.3976,-47,24.5935,-67,17.4484,0,41,59,0,-3.0157,-91
"214","SMC01260","SMC01260_07162012_BMI_RWB_1","7/16/12",0.59636896,0.42371882,0.51004389,34.06502,-117.97473,0,-3.4252,-4.4144,-114,0,-96.7421,-27,406.8871,-1.5,300.8328,-0.0123,5.5,16.5,-2.3415,-6.2696,-5
"215","SMC01320","SMC01320_06072010_BMI_RWB_1","6/7/10",0.7722652,0.43048171,0.60137346,34.29856,-118.25082,-2,-0.0193,-0.0272,-1,1,2.72,0,-0.017,-1,-0.06655,0,0,0,-0.0237,-0.0647,0
"216","SMC01341","SMC01341_06222009_BMI_RWB_1","6/22/09",0.33663512,0.36124504,0.34894008,33.94614,-117.5621,NA,NA,NA,83,NA,NA,NA,348.9303,NA,NA,NA,NA,NA,NA,NA,-2
"217","SMC01358","SMC01358_06212011_BMI_RWB_1","6/21/11",0.51395308,0.27796493,0.39595901,33.90965,-118.24673,-52,0,-0.0147,-27,NA,NA,NA,8.66975,-94,3.0818,0,44.5,82.5,0,0.01815,-37
"218","SMC01413","SMC01413_07092012_BMI_RWB_1","7/9/12",1.00263957,0.88071249,0.94167603,33.30552,-116.80627,0,0,0,0,NA,NA,NA,-5e-04,0,-0.00015,0,0,0,0,0,0
"219","SMC01424","SMC01424_07012009_BMI_RWB_1","7/1/09",0.80009541,0.90198083,0.85103812,34.24075,-117.81585,0,-0.0165,-0.0166,0,NA,NA,NA,-0.0101,0,-0.0163,0,0,0,-0.0128,-0.0132,0
"220","SMC01452","SMC01452_07152010_BMI_RWB_1","7/15/10",0.43924677,0.34387936,0.39156307,34.09095,-118.06675,NA,NA,NA,-35.5,NA,NA,NA,7.664,-62,1.31105,0,37.5,41,-0.0755,-0.1755,-10
"221","SMC01454","SMC01454_07162012_BMI_RWB_1","7/16/12",0.8650202,0.57989917,0.72245968,33.95504,-117.86127,-7.5,0.00785,-0.0355,-9.5,-9,9.4957,-28,20.9189,-56.5,9.3179,0,41,52.5,0,-0.0816,-10.5
"222","SMC01504","SMC01504_06282011_BMI_RWB_1","6/28/11",0.89372278,0.89703759,0.89538019,34.25327,-117.71385,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
"223","SMC01544","SMC01544_06142016_BMI_RWB_1","6/14/16",1.0232998,0.66225542,0.84277761,34.29729,-118.24843,-2,-0.0113,-0.02795,-1,1,2.7485,0,-0.0174,-1,-0.0675,0,0,0,-0.0555,-0.0926,-1
"224","SMC01550","SMC01550_06252009_BMI_RWB_1","6/25/09",0.64799035,0.64148822,0.64473928,34.05626,-118.84901,-58,0,0.37,-2,NA,NA,NA,0.0189,-62,0.2397,-0.5329,-2,-5,-0.23,-0.7,-33
"225","SMC01567","SMC01567_06092010_BMI_RWB_1","6/9/10",0.92940467,0.38983584,0.65962025,34.50959,-119.38373,0,-6e-04,-0.0031,0,NA,NA,NA,-0.0077,0,-0.0087,0,0,0,0.0051,-3e-04,0
"226","SMC01606","SMC01606_05262009_BMI_RWB_1","5/26/09",0.89393933,0.51186241,0.70290087,32.84198,-117.23481,163.5,-0.0312,0.1185,-181,1,50.5076,-8,66.6044,-8.5,35.715,-0.00125,106,77.5,-0.98065,-0.6498,-27
"227","SMC01640","SMC01640_07082019_BMI_RWB_1","7/8/19",0.58790691,0.6285063,0.6082066,34.15335,-118.69679,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3589,NA,149,NA,NA,NA,NA
"228","SMC01656","SMC01656_06062012_BMI_RWB_1","6/6/12",0.8489048,0.53549199,0.69219839,34.15633,-118.53627,3.5,0.00685,0.07735,-20,-3.5,0.77545,-33,7.56645,-90,3.15865,0,-4,12,0,0.1253,-8.5
"229","SMC01662","SMC01662_07092012_BMI_RWB_1","7/9/12",0.70428368,0.4520958,0.57818974,33.9248,-117.95665,-33.5,0.0087,-0.02275,-29,-19,5.0829,-30,58.31025,-74.5,33.87425,0,35.5,59,0,-1.8511,-90
"230","SMC01692","SMC01692_06202011_BMI_RWB_1","6/20/11",0.98409086,0.62351203,0.80380144,34.19798,-118.16972,NA,NA,NA,0,NA,NA,NA,2.1799,0,1.67475,0,0,4,0,0,-4
"231","SMC01694","SMC01694_06282010_BMI_RWB_1","6/28/10",0.35812668,0.42016909,0.38914789,33.92,-117.90272,-19,0,-0.32,-66,NA,NA,NA,10.2336,-12,1.3856,0.0112,-3,20,0.18,-0.7,-44
"232","SMC01726","SMC01726_06302010_BMI_RWB_1","6/30/10",0.6683719,0.51140875,0.58989032,33.86351,-117.98816,-94,-1.4294,-2.3303,7.5,NA,NA,NA,284.4105,-0.5,278.841,-0.02765,19,28,-1.0943,-2.1862,-12
"233","SMC01748","SMC01748_05212014_BMI_RWB_1","5/21/14",0.74743873,0.63704813,0.69224343,34.28747,-118.82744,2,0.334,3.1986,-7.5,-1.5,80.2094,-38,116.253,-34.5,111.2897,0,19.5,34,0.02985,28.03775,-13
"234","SMC01772","SMC01772_07112012_BMI_RWB_1","7/11/12",0.67352333,0.51898804,0.59625569,34.11001,-118.1228,13,0.001,0.0044,-13,1,1.7096,-13,3.3737,-52,0.7262,0,34,42,0,0.1051,-52
"235","SMC01808","SMC01808_06132011_BMI_RWB_1","6/13/11",0.93471678,0.68979277,0.81225478,34.3094,-118.07316,0,0,0,0,NA,NA,NA,0,-1,0,0,0,0,0,0.00485,0
"236","SMC01860","SMC01860_05282009_BMI_RWB_1","5/28/09",0.64311282,0.50989025,0.57650154,34.224,-118.97911,155.5,-0.1709,-0.1634,-144,NA,NA,NA,168.88135,-51.5,243.7549,0,142,-54,-0.35285,1.64615,20
"237","SMC01912","SMC01912_07122012_BMI_RWB_1","7/12/12",0.39806072,0.39057908,0.3943199,34.23429,-118.60295,62,0,0.0073,-39,NA,NA,NA,3.8634,-91,-0.1192,-2e-04,53,43,0,-0.0719,15
"238","SMC01934","SMC01934_06152012_BMI_RWB_1","6/15/12",0.69113914,0.44541211,0.56827563,33.49,-117.66595,-13,1.3173,23.4349,-12,NA,NA,NA,137.2995,-50,-95.2535,0,43,81,20.7867,54.4585,-3
"239","SMC01960","SMC01960_05212014_BMI_RWB_1","5/21/14",0.63499858,0.53327317,0.58413588,34.26554,-118.75916,-86,0.0808,0.6388,-26,NA,NA,NA,45.9586,-44,15.265,0,30,-2,0,-2.7181,-19
"240","SMC01987","SMC01987_06152012_BMI_RWB_MCM_1","6/15/12",1.08178093,0.56113256,0.82145675,33.59028,-117.71185,-61.5,0.0045,-0.27325,15,1,2.4147,-28,65.7188,-13,8.989,0,35,115,0,0.1242,-41
"241","SMC01990","SMC01990_07082014_BMI_RWB_1","7/8/14",0.72895302,0.59788416,0.66341859,32.79653,-117.11327,73,-1.47785,-0.7068,18.5,0,25.3468,-8,46.7764,-5.5,36.03455,-0.0037,46,75,-0.3129,-0.3945,-28
"242","SMC02028","SMC02028_07122012_BMI_RWB_1","7/12/12",0.8052997,0.53114098,0.66822034,34.12868,-118.16553,-26,0.226,0.58855,-8,0,-0.538,-59,37.31185,-12.5,30.5507,0,14,26,-1.8504,-0.403,-22
"243","SMC02075","SMC02075_07172012_BMI_RWB_MCM_1","7/17/12",0.91405806,0.78069075,0.84737441,34.6719,-119.03758,0,-0.0021,-0.003,0,NA,NA,NA,-0.0228,0,-0.0424,0,0,0,0.004,-0.00305,0
"244","SMC02088","SMC02088_06182018_BMI_RWB_1","6/18/18",1.10049897,0.77230682,0.9364029,34.30226,-118.25959,10,0.0267,0.1996,-44,1,9.3945,3,0.5702,-12,4.7083,-0.0492,-15,-51,0,0.2,-3
"245","SMC02092","SMC02092_06182018_BMI_RWB_1","6/18/18",1.27891558,0.75326017,1.01608787,34.27948,-118.20684,0,0,0,0,NA,NA,NA,1.4871,0,0.9965,0,0,0,0,0,-1
"246","SMC02139","SMC02139_07172012_BMI_RWB_1","7/17/12",1.15967782,1.05087864,1.10527823,34.6714,-119.01717,0,-9e-04,-0.0013,0,NA,NA,NA,-0.012,0,-0.01795,0,0,0,0.00205,8e-04,0
"247","SMC02152","SMC02152_07142010_BMI_RWB_1","7/14/10",0.61926361,0.54884563,0.58405462,34.09801,-118.7217,-31,0,0.37,14,NA,NA,NA,78.0279,-81,48.9492,-0.4455,21,-16,0.3636,0.2004,-18
"248","SMC02206","SMC02206_07192011_BMI_RWB_1","7/19/11",0.56476926,0.45802702,0.51139814,33.87098,-117.85002,-20.5,0.0015,-0.06995,-9,-9,16.5902,-28,19.13635,-35.5,10.2717,0,34.5,52,-0.0215,-0.9965,-18.5
"249","SMC02228","SMC02228_06232009_BMI_RWB_1","6/23/09",0.8439972,0.51336926,0.67868323,34.06933,-118.22427,-8,-8.8015,-15.8327,30.5,0,-2294.0366,-9,1371.7177,-4,1039.9178,-0.0271,-1,-25,-7.836,-27.1606,-6
"250","SMC02270","SMC02270_06302010_BMI_RWB_1","6/30/10",0.82903051,0.44125561,0.63514306,33.79573,-117.77241,-5.5,0,0.0034,-16.5,NA,NA,NA,1.07175,-53.5,0.363,0.00025,40.5,31.5,0.01305,0.06645,15
"251","SMC02302","SMC02302_07152013_BMI_RWB_1","7/15/13",0.12843705,0.26301733,0.19572719,33.8153,-118.04128,-7,0.00325,0.50245,15,NA,NA,NA,61.8867,-43,62.6623,0,43,64,0,-0.6756,-60
"252","SMC02436","SMC02436_05282009_BMI_RWB_1","5/28/09",0.76269697,0.45728792,0.60999244,34.26279,-118.97199,194,-0.4578,-0.6757,-159,NA,NA,NA,273.6488,-85,164.5588,0,102,-42,5.9073,4.1647,16
"253","SMC02536","SMC02536_06292011_BMI_RWB_1","6/29/11",0.67000537,0.53014507,0.60007522,34.26861,-118.6736,-95,0,0.0951,-12,NA,NA,NA,6.5546,-65,2.0565,-0.0125,-1,-11,0.2,-0.7,-43
"254","SMC02568","SMC02568_08022018_BMI_RWB_1","8/2/18",1.235406,0.94169206,1.08854903,34.27866,-118.22031,-8,0.01,0,-2,NA,NA,NA,0,-0.5,0,-0.0298,0,0,0.01,1.4993,-8
"255","SMC02591","SMC02591_07212011_BMI_RWB_1","7/21/11",0.97568934,0.89486457,0.93527696,34.51783,-119.37846,0,-0.0107,-2e-04,0,NA,NA,NA,-0.0032,0,-0.0081,0,0,0,0,-1e-04,0
"256","SMC02712","SMC02712_06072012_BMI_RWB_1","6/7/12",1.25105429,0.72745528,0.98925479,34.36179,-118.30348,-1,0,0,-1,NA,NA,NA,0,-46,0,0,0,0,0,0,0
"257","SMC02884","SMC02884_05272014_BMI_RWB_1","5/27/14",0.74282499,0.54651641,0.6446707,34.21749,-118.98533,155.5,-0.1728,-0.1661,-144,NA,NA,NA,178.6943,-51.5,250.5294,0,142,-54.5,-0.36385,1.94935,20
"258","SMC02902","SMC02902_08022011_BMI_RWB_1","8/2/11",1.00892269,0.5428412,0.77588195,32.94907,-117.06443,157,0.16805,0.6155,-46.5,1,21.3541,-9,10.3656,-0.5,49.6245,-0.00265,90.5,12.5,-0.21145,-0.2927,-13
"259","SMC02972","SMC02972_07182012_BMI_RWB_1","7/18/12",1.19086766,0.94344805,1.06715785,34.24957,-118.0755,-7,0,0.01,2,NA,NA,NA,0,0,0,0.0047,0,-1,0,0,-4
"260","SMC02984","SMC02984_06232010_BMI_RWB_1","6/23/10",0.5736453,0.51334848,0.54349689,34.26528,-118.75053,-15,0,-0.34,-69,NA,NA,NA,57.5673,-81,19.6616,-0.1761,20,26,-0.23,0.2,-57
"261","SMC03011","SMC03011_06132013_BMI_RWB_1","6/13/13",0.78270125,0.50231064,0.64250594,33.6145,-117.6955,-18,0.0239,0.2596,-45,NA,NA,NA,32.9207,-70,-2.4778,0,47,87,0.4956,3.1315,-18
"262","SMC03216","SMC03216_07272011_BMI_RWB_1","7/27/11",0.98151736,0.95047688,0.96599712,34.28092,-117.84093,-1,-0.0084,-0.0086,0,NA,NA,NA,-0.0182,0,-0.007,0,0,0,-0.0076,0.0106,-1
"263","SMC03268","SMC03268_05272014_BMI_RWB_1","5/27/14",0.70731384,0.52491091,0.61611238,34.16255,-119.06301,177,-0.508,-0.2808,-127,NA,NA,NA,391.9003,-78.5,306.2032,-1e-04,148.5,-44,8.9933,13.4839,22
"264","SMC03280","SMC03280_08112011_BMI_RWB_1","8/11/11",0.8876003,0.95729659,0.92244845,34.25685,-117.85652,-3,-0.0134,-0.0129,0,-7,2.5245,0,-0.00145,-1,-0.0111,0,0,0,-0.0065,-0.0105,0
"265","SMC03304","SMC03304_06292011_BMI_RWB_1","6/29/11",0.67124048,0.5125945,0.59191749,34.28829,-118.72312,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1246,NA,147,NA,NA,NA,NA
"266","SMC03438","SMC03438_07022012_BMI_RWB_1","7/2/12",1.01601966,0.63432898,0.82517432,33.93708,-117.79252,-64,0,-0.32,-3,NA,NA,NA,1.1853,-46,-0.8205,-0.2639,-5,-4,0.46,-0.7,-15
"267","SMC03523","SMC03523_06112013_BMI_RWB_MCM_1","6/11/13",0.72603365,0.44433776,0.5851857,33.58478,-117.66437,-36,0.0183,0.0099,-5,-8,-2.4065,-63,38.1653,-48,9.9001,0,61,90,-0.0013,-3.8704,-92
"268","SMC03944","SMC03944_07122010_BMI_RWB_1","7/12/10",0.44491679,0.40584806,0.42538242,34.14271,-118.75016,-13,0,0.0377,-2,NA,NA,NA,1.771,-77,0.3988,-0.5735,-1,-5,0.2065,0.2,-4
"269","SMC03984","SMC03984_07022018_BMI_RWB_1","7/2/18",1.1624198,0.98248705,1.07245343,34.24613,-117.90186,0,-0.0167,-0.0132,0,0,0.0088,0,0.57645,0,0.7027,0,0,0,0,-0.0546,0
"270","SMC04000","SMC04000_07302012_BMI_RWB_1","7/30/12",1.31439109,0.75747037,1.03593073,34.23282,-117.74777,0,-0.00325,-0.0022,0,NA,NA,NA,0.1289,0,0.06075,0,0,0,0,4e-04,0
"271","SMC04008","SMC04008_06192012_BMI_RWB_1","6/19/12",1.11015265,0.65292474,0.8815387,34.28342,-118.80803,0,0.1073,0.9387,-44,0,101.5857,-61,99.1639,-49.5,61.4025,0,26,37,0,-2.6318,-90
"272","SMC04175","SMC04175_06112009_BMI_RWB_1","6/11/09",0.95088295,0.82403481,0.88745888,34.40835,-119.27642,-0.5,-0.08445,-0.11755,-32,NA,NA,NA,10.5554,-3,13.9781,0,0,0,-0.3933,-0.0629,-1
"273","SMC04204","SMC04204_07112012_BMI_RWB_1","7/11/12",1.20064581,0.7258856,0.96326571,34.20358,-118.01853,-31,-0.02,0,-9,NA,NA,NA,0.0071,-23,0.009,-0.0357,0,0,-0.509,0,-25
"274","SMC04239","SMC04239_06112009_BMI_RWB_1","6/11/09",1.05528319,0.68769548,0.87148934,34.3608,-119.31114,-8,0.1765,0.1843,-24,NA,NA,NA,32.4393,0,33.06125,0,0,0,-0.0805,-0.0292,-1
"275","SMC04264","SMC04264_07092010_BMI_RWB_1","7/9/10",0.56215127,0.52688053,0.5445159,34.13,-118.7548,0,0.0195,0.3189,-10.5,NA,NA,NA,30.36295,-53.5,16.00235,0,-3,41,0,-1.60335,-8.5
"276","SMC04294","SMC04294_07112013_BMI_RWB_1","7/11/13",1.05454853,0.65587449,0.85521151,32.93776,-117.14172,-15,-0.8035,-1.0988,-19,0,23.637,-9,34.6732,0.5,78.22975,0,47,48.5,-0.4916,-0.77455,-26.5
"277","SMC04308","SMC04308_06172009_BMI_RWB_1","6/17/09",1.01694941,0.56802958,0.79248949,34.19349,-118.9083,52,-0.0242,-0.0391,-183,NA,NA,NA,116.9324,10,83.3925,-0.05045,14,2,-0.19615,-1.1574,-20.5
"278","SMC04383","SMC04383_05192014_BMI_RWB_1","5/19/14",0.97379819,0.63052672,0.80216245,34.50224,-119.35602,0,-0.00055,-0.00075,0,NA,NA,NA,-0.00235,0,-0.0065,0,0,0,0.0064,0.00275,0
"279","SMC04426","SMC04426_07252011_BMI_RWB_1","7/25/11",0.76693639,0.90395482,0.83544561,33.00696,-116.66995,0,-0.00755,-0.0079,0,NA,NA,NA,-0.0065,0,-0.004,0,0,0,-0.004,0.0013,0
"280","SMC04682","SMC04682_07252011_BMI_RWB_1","7/25/11",1.20418944,1.1006195,1.15240447,32.97115,-116.64814,3,0.0054,0.0617,-1,NA,NA,NA,0.1787,-1,0.2889,0,0,0.5,0,-0.0435,-0.5
"281","SMC04749","SMC04749_06232009_BMI_RWB_1","6/23/09",0.63519592,0.59210016,0.61364804,33.85826,-117.21321,104.5,0.03125,0.06895,-188,-6,-18.7445,-12,34.9249,6,38.71795,-7e-04,-1,-10,-0.0219,-0.0025,-57
